"0x00000000000000000000000000000000000000B1","EOS5cujNHGMYZZ2tgByyNEUaoPLFhZVmGXbZc9BLJeQkKZFqGYEiQ","100000000.0000"
"0x5085c06868FA68E752f7Fff3cBC11bF724241d7D","EOS5Mdagn9BWeD92HZmzi77A54hRAEUNb7j8rSJa9HjUPpNS67CUQ","7183178.8571"
"0x27392740A970DEE738CbE03A79a105bCb55248c9","EOS7r1WonGEPxHFu1vyamNXrbgPASeWc78jd1Wa4DUEEs6murspvf","2719756.8186"
"0xfF0Cb0351a356ad16987E5809a8dAAaF34F5ADBe","EOS8BYaqriYsEgkuSFaGgLv5fwj5rSJKxrkpd1w9b6pQ8AB9Cpy3D","2186765.3315"
"0x4752218e54De423F86c0501933917aea08c8FED5","EOS6FGCWyHoCCiKxafCfd3tx5fdmT1L8TWbpEvb11FLcsWiMYY8vf","2064868.0266"
"0xc65C7D82636C53D132cE821A8270452f458257b7","EOS7fZq1f5UfUAqPNCxwP8Tg8y4SyPVUbr1XN6YhqryLTxXszwacC","1442911.2037"
"0x9a6c150b8F9784779FdE6e383c865a4ba4bDbe77","EOS6nYLWvgw2P1qq1UWLZnAUhgVKUSKwnemwqSMudYkXFs1UsnKpU","1431793.0000"
"0xcaD1Acfa9151D7Eae13F06ea4d90A0024Cf37301","EOS75v537HqeNwcvNY4gxrdTXsYMnp6Wd3yvMaxUWUf9CUfunrFKg","1279559.8459"
"0xd1F7bA51A0792719BfaaD36d5401f9211ecD5913","EOS5n43BUd8YJvVZCBM43smz1Yhmhk8JTmSgJ7rwNUWXd4WRaaaoK","1057722.4643"
"0x3469134bfD19534269D4d4a77706581089D56Be8","EOS861wLfKew85TuNAZzNv7xbxPz6U4JQkmpxoEh1HDWLU6tnmhLT","1007733.0000"
"0x1869e05F92Ba2e0d71e9Da71713c8672a18EA923","EOS5zXJaxKcD3JXxSkmoqyDxQ3u7ArDZ8Mextywcxm2PQ96zU2Qpi","1000128.7020"
"0xae85964FD1571691e6a1771400c11cA4DDb82Cdd","EOS5bwN4LY6GKW3Qgw4PXJ8ep6xfJxtCdikXDhZyzbEUFxay1mGjE","744814.3360"
"0xb1CDbcb6E4AB05D3D110F856c6f6866733638BA9","EOS6LG22XQaSeBuz6wmLri36bX9XhHKHJ9xHaWbAnWA1Um1i1ctx6","685392.7237"
"0xB461899df2A59d26C09c28CC36EFCCd9Ecd252B1","EOS8LRQqpehVpBXn573t4F6S5JAaR1RMm1wxZbfRrwxdqYZ46P2ud","645653.2787"
"0xcBD9951c8b4ba02F1da1625776D186b8257920F3","EOS87pYWkGLhzG46Panm5R936EEqqFHBBDFmQe3Br52eqN5TWL9CZ","635393.5667"
"0x3eC693B07b59712822f655D1693474C8BA8e5426","EOS6jCVCMyojdL4HojFmSEo3rbaED6xt8gr7VBnJZQqVtiAfktYRS","618510.2727"
"0x1961957DcCf75873bF4c06E9CD283426c9C7bbA7","EOS87Wqjw6DS2GVMsjF7gkvik8utF2gByFWWR1tk4Zxd2RcYpUvV6","611370.8213"
"0x76f5CAc33b6C629592DdD7ea91709392fd1d35F7","EOS5eukU36Hczi4wr8JwdBj35kKYaozYdX4RjoMJwen8dqjh3fM5P","559781.2580"
"0x10eF70c7dAf0B723Cf6360886dD0E10bF1671656","EOS7cW2qhp9zYt6fQ2hB592ddm3cPyKJHydwFuEz3BAjG8XJ5jvBm","475456.3469"
"0xD50343C9AA5b5c0CC665EEBE5C266597cDEdD8bf","EOS4unFVbisKbXMvs2xsJii34xH64AenGbLsALM8UzUdvM8QdVesL","473389.9449"
"0x5a2e0f5c5c06db93ACeC6ADF4C8121785b4A4D0C","EOS6QrvboW5xX8ceYdJDy9fKn4NvRhuSXy3ZgyjiyUQi1QoThqPyV","442358.6761"
"0x2a67A073A4dC54f4A3EaE0A9d3227c8181DB1a35","EOS5Vpnj5qKLHgo8qYPLoykkxusEbsHvUhzvGAgooFDsj7hZtWgS3","401765.0000"
"0xbd7D6353b65ACbcC8F4C12110dEA7B6caacB1026","EOS6b2gQEptt3CNA3f1PN2h2iaw5Ad5PG56Rr2kfBikb68VBqCxd9","400022.5056"
"0xe88C241C59b8291927e4F508963c05cCcCdadF2b","EOS5TyV2BYoTQHz8QzpRFFXT9RTxGsBAmxnnrPEqa8uh6U6xRtEiq","400000.8695"
"0x4960c4bab179d667288E85F9001Ea0c67b7727a7","EOS6crywaKFoATCNz3Efk7R1QYov2YnmpXKERcRPouWsGYmY2SPYM","400000.0000"
"0xa6A1FD66F8EB61a4382C578150a48967966Bb418","EOS6Y4jnyBV8JGVcua1yRLozop47E9WDPLAceAUsQRn8rguHDhQGw","398032.6659"
"0x33Da54D136696967d68C4A8955f504028013e076","EOS6nKUpX1Ja4sFFoRWy5Tw9VKTRX8W8pvE17ZN7okP9bDR8gU8QW","380000.0000"
"0xf3a179C63Ce8b9517A1823748e6Cc167c0766D88","EOS56cJcnLWT1gAp33rx9s6DoBHEXcbQCzk4h6in35s62JjRzbFgk","350746.6641"
"0x0009187B662600eaA3437F3f75F9c85f9783f0Fa","EOS6PwrBbfvQwqykxcdzgnP45DiHEks7RUdGggJg1tjvZ64XdNScd","349793.4089"
"0xcf6d48aA6cc81780727FA1e93c5D581F8f16c04D","EOS8kqeAwjmStPjt6hjLxa7a9ZYdGouVgqthMhCyiyiod26AtXWGt","337743.9699"
"0x07Cf6c3F0844B690D915838358b28B2e54763a18","EOS6mJBSb19n7uNde1CZUD2KEFJH9BsN7G1vLPXXDJqdxCNPZDALB","322591.3111"
"0xeF29DacD1C45C01ab3B2e062A840c2DF7c9ae0c7","EOS7qDCuHKbax51Q4nehswgakD6Aac69D7paLafdYxcxeXw3jCVSc","315109.3365"
"0x29842234152784aE02FF830a789ce06FEe9A84a0","EOS7CL5GzNnkPuF5UwYe1YzM5cMU39amFGx4M8Sa5j7Q5zyiL2nm2","305658.1187"
"0xdb7b85F792E7fF56aBe78B03338ED24FBd088464","EOS8GAvQAdKjsoDoezcoWAcrrhMNZL28Tw7GtJAeKQsD1LnguTyBN","304769.6534"
"0x89749D327D2F09bA9388377304c881e7adf9D105","EOS84xwGnQi8RME9bqJuEWnAKjYjvQ5pqnUHpBHHL8hoJJ6oyqghG","301517.0243"
"0xa6a9ea86DC7763DaA015FbC92CBb98c2dD275Ac8","EOS8mBecpweimQJmj9KAHG3n9adYXPS5Zq7e8uk87iTqWmkks17z1","297075.3017"
"0x7295E87B964246050b58a4FCaA060d2E088e673c","EOS7AbvehzSiKYqaNPtgvbLobuXGBhm666Hdt422RdToqGAt2XVKV","294948.9060"
"0x88ee8303aA04b89c0329cb461473f3ddeAEECEF8","EOS71T5Tzwaf4cNeF6sHWWRYpWpRgq72n5cNz1PoXmxkCmeYK36fZ","293950.8905"
"0xe62AB484569e0E2ABbe6688eeEA7a8ce0810D550","EOS8ghs5ubj5QJeM58Juc6M6X7RM871PQbcXoJnX3tbmaY7Xx2iwu","283779.8950"
"0xF6Ae888a62166B763faE9d83e5661de8da2ff8eF","EOS7mCN4FekhMPuFaQ52Fzj7yR1xYXhkDhPp6soDchY9UvLGz1Xs9","277710.3788"
"0x7061b505D457ebF30F5Ba06a6EF15e77aD0dDaE5","EOS7XGhJu1Pks2U9iaWdSJDkk7xwtzi4zHZxG78RGJVnYJbJhTBg7","277006.2089"
"0x746c5F083e22f72d121b541E5ac97578AB62cB80","EOS8UEpHZ97Rv4fS2H4xfNiZnWNMAGxQeyuNyJ3B2DAZbj5vVfz2r","261272.1782"
"0x7Db3d6Ab3BC81beb218e09CbBa3E96b7dd5aC671","EOS7jNMqMLgAr9hBQ4ZyR7owvkSzQD7Fypu456fcfprq4og1i3VpT","257007.3934"
"0xb77bd9fc4830A801D42BCD3Ffdf2f8C079ecBe28","EOS6G4Mjt16qfmNZktzmvCmF2RCgz9f77V4yDGr39jjnNaS8ZJMqm","250092.4000"
"0x178A1DF87f32dc58914F6F3b10a24672B797DD3f","EOS8WMjx2FYkQSUfqs83kjXA47q2VvutYsL9bXyhmCYBmTv14fsFJ","239317.4514"
"0x7D33712B2B4bD696307871f1d8b96EAC061F9090","EOS6cRRvT9mUoCKDHC18fqtyTeZbmF5wkzsxaon6QvTBNYTyb9anp","239255.3486"
"0x7F9354Eb6af29ebe56dc5CecBe729B80e97C954F","EOS7YBKXvxowYBnr7AZm8VCqNRKY6djdmcAU9TwB5jxnSCMKG9bmp","238798.6671"